state_name,crop_year,season,crop_varieties,total_area_ha,total_production_t,avg_yield_kg_ha,max_production_t,_pipeline_layer,_pipeline_ts
Karnataka,2011,,1,19687.5,26945.3,1368.65,26945.3,gold,2026-04-22T13:57:31.147346
Karnataka,2012,Kharif,3,47072.53,89111.19,2095.75,47725.62,gold,2026-04-22T13:57:31.147346
Karnataka,2012,Rabi,5,207051.76,570152.04,2772.25,156622.31,gold,2026-04-22T13:57:31.147346
Karnataka,2012,Zaid,4,116177.65,280469.56,2265.72,175849.73,gold,2026-04-22T13:57:31.147346
Karnataka,2012,,1,34697.36,144527.34,4165.37,144527.34,gold,2026-04-22T13:57:31.147346
Karnataka,2013,Kharif,5,168392.77,783652.87,3809.74,194006.0,gold,2026-04-22T13:57:31.147346
Karnataka,2013,Rabi,5,182860.89,607120.0,3248.85,194338.88,gold,2026-04-22T13:57:31.147346
Karnataka,2013,Zaid,3,98467.8,251750.39,2887.89,153845.42,gold,2026-04-22T13:57:31.147346
Karnataka,2014,Kharif,6,242028.99,569038.41,2672.24,181549.08,gold,2026-04-22T13:57:31.147346
Karnataka,2014,Rabi,4,127850.45,492793.5,3880.72,191801.18,gold,2026-04-22T13:57:31.147346
Karnataka,2014,Zaid,5,168429.01,644562.26,3243.07,232357.47,gold,2026-04-22T13:57:31.147346
Karnataka,2015,Kharif,4,164736.03,430311.26,2412.43,140342.86,gold,2026-04-22T13:57:31.147346
Karnataka,2015,Rabi,5,246623.38,744090.04,2927.39,205646.87,gold,2026-04-22T13:57:31.147346
Karnataka,2015,Zaid,6,198308.6,302238.69,1613.67,75497.54,gold,2026-04-22T13:57:31.147346
Karnataka,2015,,1,20572.92,79463.52,3862.53,79463.52,gold,2026-04-22T13:57:31.147346
Karnataka,2016,Kharif,2,62259.02,164381.09,2754.2,77188.64,gold,2026-04-22T13:57:31.147346
Karnataka,2016,Rabi,6,202205.83,433667.63,2240.18,124260.74,gold,2026-04-22T13:57:31.147346
Karnataka,2016,Zaid,4,91495.35,274202.58,1922.87,171236.55,gold,2026-04-22T13:57:31.147346
Karnataka,2017,Kharif,5,117937.57,378051.05,3209.43,168486.36,gold,2026-04-22T13:57:31.147346
Karnataka,2017,Rabi,2,50807.53,145593.76,3223.84,66627.18,gold,2026-04-22T13:57:31.147346
Karnataka,2017,Zaid,5,111935.07,347429.73,2569.83,139517.95,gold,2026-04-22T13:57:31.147346
Karnataka,2018,Kharif,8,209014.11,712316.64,3403.78,221834.72,gold,2026-04-22T13:57:31.147346
Karnataka,2018,Rabi,5,173673.37,355377.76,1911.49,104792.8,gold,2026-04-22T13:57:31.147346
Karnataka,2018,Zaid,7,142794.59,330367.83,2334.22,102626.76,gold,2026-04-22T13:57:31.147346
Karnataka,2019,Kharif,6,156315.46,471537.09,2932.31,171190.86,gold,2026-04-22T13:57:31.147346
Karnataka,2019,Rabi,5,62138.88,312929.29,2963.7,120936.91,gold,2026-04-22T13:57:31.147346
Karnataka,2019,Zaid,2,36392.7,213214.5,3012.15,118285.96,gold,2026-04-22T13:57:31.147346
Karnataka,2019,,1,15797.62,62917.66,3982.73,62917.66,gold,2026-04-22T13:57:31.147346
Karnataka,2020,Kharif,3,100227.89,266048.62,2826.18,169783.43,gold,2026-04-22T13:57:31.147346
Karnataka,2020,Rabi,7,125356.49,473950.74,3036.76,155250.5,gold,2026-04-22T13:57:31.147346
Karnataka,2020,Zaid,5,169208.95,551961.66,2738.28,235730.31,gold,2026-04-22T13:57:31.147346
Karnataka,2020,,1,29245.0,62209.67,2127.19,62209.67,gold,2026-04-22T13:57:31.147346
Karnataka,2021,Kharif,6,89540.21,257648.85,2816.65,122991.44,gold,2026-04-22T13:57:31.147346
Karnataka,2021,Rabi,6,127500.95,469996.73,2307.55,236787.41,gold,2026-04-22T13:57:31.147346
Karnataka,2021,Zaid,2,59366.32,167254.14,3477.36,129375.94,gold,2026-04-22T13:57:31.147346
Karnataka,2021,,1,23167.54,104286.13,4501.39,104286.13,gold,2026-04-22T13:57:31.147346
Karnataka,2022,Kharif,6,119308.47,332778.16,2564.31,135439.57,gold,2026-04-22T13:57:31.147346
Karnataka,2022,Rabi,6,240673.21,631843.89,2433.98,179918.86,gold,2026-04-22T13:57:31.147346
Karnataka,2022,Zaid,5,184607.99,462869.79,2148.07,157414.23,gold,2026-04-22T13:57:31.147346
Karnataka,2022,,1,,129703.77,3997.51,129703.77,gold,2026-04-22T13:57:31.147346
Karnataka,2023,Kharif,3,112614.61,379406.61,2604.78,247617.98,gold,2026-04-22T13:57:31.147346
Karnataka,2023,Rabi,7,240104.75,692871.36,2925.6,147008.36,gold,2026-04-22T13:57:31.147346
Karnataka,2023,Zaid,7,177223.65,500209.12,3060.87,108028.72,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2010,Kharif,3,188417.72,686742.59,3515.09,225297.89,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2010,Rabi,5,163721.66,480647.82,2612.03,167190.4,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2010,Zaid,2,87378.83,224694.52,2818.73,124316.83,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2011,Kharif,4,142628.08,506180.27,3810.45,170809.73,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2011,Rabi,2,67152.04,100929.78,1302.01,55851.71,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2011,Zaid,2,58792.82,82800.53,1548.41,56726.37,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2011,,1,35931.31,89539.03,2491.95,89539.03,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2012,Kharif,6,253922.9,447258.13,2172.89,80952.35,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2012,Rabi,3,161997.97,328424.32,2150.6,76012.95,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2012,Zaid,5,254782.16,821537.75,3039.73,210617.46,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2012,,2,52475.58,78182.16,1779.04,47547.6,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2013,Kharif,7,210550.62,491742.61,2329.38,158517.03,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2013,Rabi,4,110977.33,397424.34,3284.97,182256.75,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2013,Zaid,4,133327.83,313058.78,2720.26,101015.49,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2014,Kharif,4,99194.02,189547.85,2497.54,63404.56,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2014,Rabi,6,74242.13,339986.24,3339.04,225191.35,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2014,Zaid,5,182351.52,576457.85,3077.83,177335.79,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2015,Kharif,4,405312.13,984545.21,2478.33,174504.85,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2015,Rabi,5,127542.84,402013.93,3002.52,149209.49,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2015,Zaid,8,235093.42,816011.21,3469.83,151151.26,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2016,Kharif,8,312995.41,895031.15,2769.99,242194.0,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2016,Rabi,8,175465.29,512136.77,2402.62,115694.35,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2016,Zaid,7,192044.68,598146.82,2415.95,203628.64,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2017,Kharif,4,127209.52,360212.3,2100.65,106981.91,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2017,Rabi,4,176123.29,393006.54,2225.46,122964.16,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2017,Zaid,5,100153.8,131462.07,1655.8,49933.65,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2017,,1,42168.61,31865.98,755.68,31865.98,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2018,Kharif,3,96189.01,306091.29,3096.69,143699.05,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2018,Rabi,2,74334.07,171454.02,2604.07,106102.7,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2018,Zaid,7,176415.8,553561.28,2567.56,202240.88,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2019,Kharif,5,216620.97,481516.93,2484.54,171045.0,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2019,Rabi,7,209192.87,471050.05,1827.3,115667.19,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2019,Zaid,4,190133.43,436651.18,2066.11,184212.46,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2020,Kharif,3,210295.88,654742.62,3220.99,226104.91,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2020,Rabi,6,195950.0,515172.36,2862.4,115776.66,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2020,Zaid,7,211406.15,842339.26,3831.79,194337.22,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2020,,1,4381.37,13502.86,3081.88,13502.86,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2021,Kharif,5,281815.6,744370.51,2631.44,174407.45,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2021,Rabi,6,193915.35,531959.88,2817.58,158589.52,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2021,Zaid,5,124382.97,389996.72,2998.95,118341.74,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2021,,1,14046.42,61096.87,4349.64,61096.87,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2022,Kharif,4,136669.07,367774.02,2394.3,158588.14,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2022,Rabi,2,74231.92,149646.07,2041.22,77925.69,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2022,Zaid,8,272036.42,647644.31,2530.11,145386.4,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2023,Kharif,8,261499.03,719642.45,2847.8,185805.74,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2023,Rabi,5,150647.29,360589.57,1958.94,156837.49,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2023,Zaid,6,171096.15,392609.38,2292.82,136892.38,gold,2026-04-22T13:57:31.147346
Madhya Pradesh,2023,,1,1770.83,3937.42,2223.49,3937.42,gold,2026-04-22T13:57:31.147346
Maharashtra,2010,Kharif,5,101836.88,352342.07,2438.24,96826.63,gold,2026-04-22T13:57:31.147346
Maharashtra,2010,Rabi,5,197550.44,599147.72,2623.02,141841.61,gold,2026-04-22T13:57:31.147346
Maharashtra,2010,Zaid,3,167022.61,612512.98,3345.08,240602.58,gold,2026-04-22T13:57:31.147346
Maharashtra,2010,,1,48119.0,130987.14,2722.15,130987.14,gold,2026-04-22T13:57:31.147346
Maharashtra,2011,Kharif,4,122325.85,230097.94,1906.48,105143.38,gold,2026-04-22T13:57:31.147346
Maharashtra,2011,Rabi,5,150505.42,233844.8,1918.96,77817.11,gold,2026-04-22T13:57:31.147346
Maharashtra,2011,Zaid,6,185066.14,406377.59,2142.94,128301.72,gold,2026-04-22T13:57:31.147346
Maharashtra,2012,Kharif,6,144087.01,232650.79,1616.58,65952.55,gold,2026-04-22T13:57:31.147346
Maharashtra,2012,Rabi,6,183038.78,510772.35,3082.61,124132.63,gold,2026-04-22T13:57:31.147346
Maharashtra,2012,Zaid,5,91217.99,411815.93,4295.82,246782.82,gold,2026-04-22T13:57:31.147346
Maharashtra,2012,,1,1444.09,4318.09,2990.18,4318.09,gold,2026-04-22T13:57:31.147346
Maharashtra,2013,Kharif,6,202854.84,556474.1,2542.79,169099.87,gold,2026-04-22T13:57:31.147346
Maharashtra,2013,Rabi,5,159013.78,403329.35,2205.04,144105.82,gold,2026-04-22T13:57:31.147346
Maharashtra,2014,Kharif,6,295921.08,910810.84,3132.25,205427.44,gold,2026-04-22T13:57:31.147346
Maharashtra,2014,Rabi,3,171847.49,609921.24,3401.92,174122.44,gold,2026-04-22T13:57:31.147346
Maharashtra,2014,Zaid,4,125295.86,449385.07,2869.93,187348.07,gold,2026-04-22T13:57:31.147346
Maharashtra,2014,,3,78791.84,235736.42,2935.38,149916.61,gold,2026-04-22T13:57:31.147346
Maharashtra,2015,Kharif,4,158265.64,324705.63,2240.03,110786.23,gold,2026-04-22T13:57:31.147346
Maharashtra,2015,Rabi,4,158252.77,396785.23,2363.81,143605.71,gold,2026-04-22T13:57:31.147346
Maharashtra,2015,Zaid,4,110846.91,378097.95,2987.8,204198.93,gold,2026-04-22T13:57:31.147346
Maharashtra,2015,,1,39340.87,45949.74,1167.99,45949.74,gold,2026-04-22T13:57:31.147346
Maharashtra,2016,Kharif,5,178915.79,408172.13,2166.74,173748.8,gold,2026-04-22T13:57:31.147346
Maharashtra,2016,Rabi,4,147823.72,357788.16,2315.44,127097.13,gold,2026-04-22T13:57:31.147346
Maharashtra,2016,Zaid,3,61076.94,132781.42,2187.48,65826.02,gold,2026-04-22T13:57:31.147346
Maharashtra,2016,,2,39314.12,125900.27,3455.42,76250.8,gold,2026-04-22T13:57:31.147346
Maharashtra,2017,Kharif,6,147747.1,342046.83,2575.32,142485.69,gold,2026-04-22T13:57:31.147346
Maharashtra,2017,Rabi,3,49219.47,196518.91,3608.89,177126.91,gold,2026-04-22T13:57:31.147346
Maharashtra,2017,Zaid,4,102462.54,251843.73,2566.92,125836.05,gold,2026-04-22T13:57:31.147346
Maharashtra,2017,,1,2872.84,5064.1,1762.75,5064.1,gold,2026-04-22T13:57:31.147346
Maharashtra,2018,Kharif,5,238407.03,660929.81,3225.39,133104.77,gold,2026-04-22T13:57:31.147346
Maharashtra,2018,Rabi,7,400559.65,1170823.88,2949.87,195217.66,gold,2026-04-22T13:57:31.147346
Maharashtra,2018,Zaid,7,196231.02,669054.0,3478.63,183284.0,gold,2026-04-22T13:57:31.147346
Maharashtra,2018,,1,534.86,2629.01,4915.33,2629.01,gold,2026-04-22T13:57:31.147346
Maharashtra,2019,Kharif,4,142612.35,396893.9,3031.05,141199.37,gold,2026-04-22T13:57:31.147346
Maharashtra,2019,Rabi,3,121954.71,311764.26,2734.61,93481.49,gold,2026-04-22T13:57:31.147346
Maharashtra,2019,Zaid,5,135072.68,632707.43,3282.1,185994.24,gold,2026-04-22T13:57:31.147346
Maharashtra,2020,Kharif,2,29413.87,201894.5,3353.69,150531.25,gold,2026-04-22T13:57:31.147346
Maharashtra,2020,Rabi,3,82111.95,281318.76,2713.91,127838.31,gold,2026-04-22T13:57:31.147346
Maharashtra,2020,Zaid,5,141077.76,351744.42,1866.92,130171.86,gold,2026-04-22T13:57:31.147346
Maharashtra,2020,,2,41188.3,77079.89,2414.72,60540.94,gold,2026-04-22T13:57:31.147346
Maharashtra,2021,Kharif,7,228599.95,626349.4,2780.61,163265.81,gold,2026-04-22T13:57:31.147346
Maharashtra,2021,Rabi,5,166968.08,580010.35,3809.71,141202.65,gold,2026-04-22T13:57:31.147346
Maharashtra,2021,Zaid,6,241177.56,843963.49,2874.23,183776.51,gold,2026-04-22T13:57:31.147346
Maharashtra,2021,,1,49633.32,60892.64,1226.85,60892.64,gold,2026-04-22T13:57:31.147346
Maharashtra,2022,Kharif,5,226557.45,458472.76,1862.66,163782.61,gold,2026-04-22T13:57:31.147346
Maharashtra,2022,Rabi,4,157777.81,347544.77,2551.87,64193.74,gold,2026-04-22T13:57:31.147346
Maharashtra,2022,Zaid,6,236982.7,583143.2,2448.03,128005.85,gold,2026-04-22T13:57:31.147346
Maharashtra,2022,,2,30930.57,106697.75,3415.68,64523.28,gold,2026-04-22T13:57:31.147346
Maharashtra,2023,Kharif,3,183756.14,628409.23,3611.52,147647.91,gold,2026-04-22T13:57:31.147346
Maharashtra,2023,Rabi,5,169994.2,576353.41,3044.92,185474.1,gold,2026-04-22T13:57:31.147346
Maharashtra,2023,Zaid,5,210474.24,714976.76,3498.53,198623.06,gold,2026-04-22T13:57:31.147346
Odisha,2010,Kharif,5,83166.22,238196.91,2881.84,97646.97,gold,2026-04-22T13:57:31.147346
Odisha,2010,Rabi,6,74160.85,231871.39,2862.66,90554.97,gold,2026-04-22T13:57:31.147346
Odisha,2010,Zaid,4,107683.5,293276.36,2444.81,144013.39,gold,2026-04-22T13:57:31.147346
Odisha,2010,,1,39086.57,38994.72,,38994.72,gold,2026-04-22T13:57:31.147346
Odisha,2011,Kharif,2,61587.61,235832.12,4065.2,131363.12,gold,2026-04-22T13:57:31.147346
Odisha,2011,Rabi,3,123061.36,371295.02,2990.13,155695.33,gold,2026-04-22T13:57:31.147346
Odisha,2011,Zaid,5,88746.26,165123.24,2643.19,63209.75,gold,2026-04-22T13:57:31.147346
Odisha,2011,,1,12020.66,22389.08,1862.55,22389.08,gold,2026-04-22T13:57:31.147346
Odisha,2012,Kharif,3,175474.6,396490.49,2239.97,111121.12,gold,2026-04-22T13:57:31.147346
Odisha,2012,Rabi,5,136714.15,390399.22,2877.19,95725.73,gold,2026-04-22T13:57:31.147346
Odisha,2012,Zaid,3,70068.78,175554.15,2814.46,79760.8,gold,2026-04-22T13:57:31.147346
Odisha,2012,,2,4531.62,27615.57,2568.17,19144.83,gold,2026-04-22T13:57:31.147346
Odisha,2013,Kharif,7,271229.13,736790.93,2550.21,234715.54,gold,2026-04-22T13:57:31.147346
Odisha,2013,Rabi,5,97807.24,328621.64,3471.57,116318.86,gold,2026-04-22T13:57:31.147346
Odisha,2013,Zaid,5,86205.77,290469.27,3506.88,110807.8,gold,2026-04-22T13:57:31.147346
Odisha,2013,,1,11203.87,35850.03,3199.79,35850.03,gold,2026-04-22T13:57:31.147346
Odisha,2014,Kharif,3,145431.28,389227.65,2433.54,162000.27,gold,2026-04-22T13:57:31.147346
Odisha,2014,Rabi,6,240050.95,525688.79,2267.39,158351.81,gold,2026-04-22T13:57:31.147346
Odisha,2014,Zaid,4,88208.84,260957.7,3293.27,96658.7,gold,2026-04-22T13:57:31.147346
Odisha,2015,Kharif,8,267948.61,795340.84,2866.31,186860.35,gold,2026-04-22T13:57:31.147346
Odisha,2015,Rabi,5,156196.63,247171.19,1985.68,96064.5,gold,2026-04-22T13:57:31.147346
Odisha,2015,Zaid,4,134098.94,383439.74,2970.22,183193.06,gold,2026-04-22T13:57:31.147346
Odisha,2015,,2,9714.84,25849.25,2823.09,17526.36,gold,2026-04-22T13:57:31.147346
Odisha,2016,Kharif,4,149181.16,452586.43,2273.91,124071.09,gold,2026-04-22T13:57:31.147346
Odisha,2016,Rabi,2,61810.37,113281.7,2207.24,61234.14,gold,2026-04-22T13:57:31.147346
Odisha,2016,Zaid,3,29642.03,122458.88,3344.27,92338.51,gold,2026-04-22T13:57:31.147346
Odisha,2017,Kharif,7,243484.89,637193.13,2194.33,173472.57,gold,2026-04-22T13:57:31.147346
Odisha,2017,Rabi,2,75605.44,111548.87,1687.13,43536.86,gold,2026-04-22T13:57:31.147346
Odisha,2017,Zaid,5,85754.64,293753.39,3051.54,160711.27,gold,2026-04-22T13:57:31.147346
Odisha,2017,,1,16142.5,38054.33,2357.4,38054.33,gold,2026-04-22T13:57:31.147346
Odisha,2018,Kharif,5,197567.2,643151.72,3308.55,185882.82,gold,2026-04-22T13:57:31.147346
Odisha,2018,Rabi,2,59822.25,155846.24,2577.95,94805.97,gold,2026-04-22T13:57:31.147346
Odisha,2018,Zaid,5,150601.43,261641.55,1432.41,107579.74,gold,2026-04-22T13:57:31.147346
Odisha,2018,,2,69622.63,302143.29,3814.96,239103.38,gold,2026-04-22T13:57:31.147346
Odisha,2019,Kharif,3,88591.19,201335.25,2709.13,94669.07,gold,2026-04-22T13:57:31.147346
Odisha,2019,Rabi,4,157879.96,310173.6,2201.65,98228.36,gold,2026-04-22T13:57:31.147346
Odisha,2019,Zaid,1,69828.81,183554.39,2300.1,154086.98,gold,2026-04-22T13:57:31.147346
Odisha,2020,Kharif,5,137325.59,466868.28,3894.31,168479.83,gold,2026-04-22T13:57:31.147346
Odisha,2020,Rabi,6,184524.44,573811.34,2853.98,157182.24,gold,2026-04-22T13:57:31.147346
Odisha,2020,Zaid,6,131852.68,479403.39,3694.35,181444.82,gold,2026-04-22T13:57:31.147346
Odisha,2020,,2,70453.66,113538.99,1625.0,78807.76,gold,2026-04-22T13:57:31.147346
Odisha,2021,Kharif,6,177430.78,547143.97,3096.1,121115.19,gold,2026-04-22T13:57:31.147346
Odisha,2021,Rabi,4,115205.17,337385.97,2830.4,118631.21,gold,2026-04-22T13:57:31.147346
Odisha,2021,Zaid,3,64281.28,101361.9,2548.88,50387.6,gold,2026-04-22T13:57:31.147346
Odisha,2021,,1,28194.24,74094.18,,74094.18,gold,2026-04-22T13:57:31.147346
Odisha,2022,Kharif,6,161685.04,367493.06,2321.08,145164.12,gold,2026-04-22T13:57:31.147346
Odisha,2022,Rabi,5,169777.53,354909.83,2123.26,95138.32,gold,2026-04-22T13:57:31.147346
Odisha,2022,Zaid,6,137010.64,460878.4,2449.66,124346.97,gold,2026-04-22T13:57:31.147346
Odisha,2023,Kharif,4,88802.32,459186.61,2938.42,222358.09,gold,2026-04-22T13:57:31.147346
Odisha,2023,Rabi,5,202412.95,657592.23,3145.44,158076.26,gold,2026-04-22T13:57:31.147346
Odisha,2023,Zaid,4,84289.02,330314.29,3548.27,139639.02,gold,2026-04-22T13:57:31.147346
Odisha,2023,,1,19197.26,69208.23,3605.11,69208.23,gold,2026-04-22T13:57:31.147346
Punjab,2010,Kharif,4,140989.86,401280.13,2623.16,126450.19,gold,2026-04-22T13:57:31.147346
Punjab,2010,Rabi,6,198292.35,465371.88,2311.68,151835.31,gold,2026-04-22T13:57:31.147346
Punjab,2010,Zaid,8,249678.17,852682.54,3037.73,202149.34,gold,2026-04-22T13:57:31.147346
Punjab,2011,Kharif,3,95361.15,206412.11,1986.65,140998.01,gold,2026-04-22T13:57:31.147346
Punjab,2011,Rabi,2,36932.19,96798.36,2501.69,76857.9,gold,2026-04-22T13:57:31.147346
Punjab,2011,Zaid,4,121497.95,203965.54,1933.53,68257.59,gold,2026-04-22T13:57:31.147346
Punjab,2011,,2,40841.38,126912.49,3356.14,67490.68,gold,2026-04-22T13:57:31.147346
Punjab,2012,Kharif,1,41996.62,163145.95,3884.74,163145.95,gold,2026-04-22T13:57:31.147346
Punjab,2012,Rabi,4,81450.23,216322.05,2811.07,126393.62,gold,2026-04-22T13:57:31.147346
Punjab,2012,Zaid,4,100039.0,170586.71,1537.49,91937.62,gold,2026-04-22T13:57:31.147346
Punjab,2012,,2,45710.42,167863.39,1813.16,84707.45,gold,2026-04-22T13:57:31.147346
Punjab,2013,Kharif,5,219245.18,645142.6,2377.55,211451.13,gold,2026-04-22T13:57:31.147346
Punjab,2013,Rabi,5,167353.04,386394.53,1760.73,132241.83,gold,2026-04-22T13:57:31.147346
Punjab,2013,Zaid,6,211572.91,498492.47,2580.1,91946.24,gold,2026-04-22T13:57:31.147346
Punjab,2013,,1,44848.09,118400.3,2640.03,118400.3,gold,2026-04-22T13:57:31.147346
Punjab,2014,Kharif,5,122600.02,307346.44,2739.55,106046.51,gold,2026-04-22T13:57:31.147346
Punjab,2014,Rabi,3,77815.98,189881.37,1624.85,154639.81,gold,2026-04-22T13:57:31.147346
Punjab,2014,Zaid,3,172007.4,577356.88,3202.18,215571.31,gold,2026-04-22T13:57:31.147346
Punjab,2015,Kharif,2,39011.61,94469.11,3036.62,47798.18,gold,2026-04-22T13:57:31.147346
Punjab,2015,Rabi,5,154310.86,408811.99,2183.41,161758.21,gold,2026-04-22T13:57:31.147346
Punjab,2015,Zaid,7,196991.39,653564.69,3662.54,146167.2,gold,2026-04-22T13:57:31.147346
Punjab,2016,Kharif,7,227732.87,620921.4,2964.25,199181.6,gold,2026-04-22T13:57:31.147346
Punjab,2016,Rabi,6,338379.29,969527.27,2668.98,198074.0,gold,2026-04-22T13:57:31.147346
Punjab,2016,Zaid,4,151611.84,360171.06,2125.3,158457.44,gold,2026-04-22T13:57:31.147346
Punjab,2016,,2,41387.39,61338.83,2015.02,57135.16,gold,2026-04-22T13:57:31.147346
Punjab,2017,Kharif,4,165127.67,423387.49,2373.24,180061.56,gold,2026-04-22T13:57:31.147346
Punjab,2017,Rabi,7,322771.12,941316.36,3483.55,222796.15,gold,2026-04-22T13:57:31.147346
Punjab,2017,Zaid,5,157052.16,508868.56,2743.86,179203.17,gold,2026-04-22T13:57:31.147346
Punjab,2017,,1,23135.06,51918.08,2244.13,51918.08,gold,2026-04-22T13:57:31.147346
Punjab,2018,Kharif,6,149406.08,579389.03,2721.65,175967.84,gold,2026-04-22T13:57:31.147346
Punjab,2018,Rabi,7,145103.49,389211.06,2590.71,125950.24,gold,2026-04-22T13:57:31.147346
Punjab,2018,Zaid,4,140434.63,351754.58,2707.46,129031.37,gold,2026-04-22T13:57:31.147346
Punjab,2018,,1,9836.49,40514.24,4118.77,40514.24,gold,2026-04-22T13:57:31.147346
Punjab,2019,Kharif,4,164377.73,435662.12,2861.76,144834.99,gold,2026-04-22T13:57:31.147346
Punjab,2019,Rabi,4,125465.38,392758.14,3019.38,180965.48,gold,2026-04-22T13:57:31.147346
Punjab,2019,Zaid,6,206801.72,661613.64,2364.17,170605.57,gold,2026-04-22T13:57:31.147346
Punjab,2019,,1,23642.11,87768.26,3712.37,87768.26,gold,2026-04-22T13:57:31.147346
Punjab,2020,Kharif,6,205256.69,439078.65,2106.47,127420.16,gold,2026-04-22T13:57:31.147346
Punjab,2020,Rabi,4,132980.15,305480.94,2495.67,109369.54,gold,2026-04-22T13:57:31.147346
Punjab,2020,Zaid,3,66256.2,241263.03,3506.45,144852.81,gold,2026-04-22T13:57:31.147346
Punjab,2021,Kharif,3,67843.24,87384.64,2495.48,49276.43,gold,2026-04-22T13:57:31.147346
Punjab,2021,Rabi,4,225803.29,561874.59,2468.09,153197.04,gold,2026-04-22T13:57:31.147346
Punjab,2021,Zaid,5,177531.89,358429.61,2107.32,80001.56,gold,2026-04-22T13:57:31.147346
Punjab,2021,,1,22492.2,80492.39,3578.68,80492.39,gold,2026-04-22T13:57:31.147346
Punjab,2022,Kharif,3,65409.77,164288.63,3451.49,89754.21,gold,2026-04-22T13:57:31.147346
Punjab,2022,Rabi,5,140742.75,324261.05,2737.52,102747.93,gold,2026-04-22T13:57:31.147346
Punjab,2022,Zaid,8,232499.61,648474.11,2733.73,186652.44,gold,2026-04-22T13:57:31.147346
Punjab,2023,Kharif,6,169221.64,497857.32,3014.47,154368.63,gold,2026-04-22T13:57:31.147346
Punjab,2023,Rabi,6,272812.99,697027.61,2560.27,215040.66,gold,2026-04-22T13:57:31.147346
Punjab,2023,Zaid,8,273488.93,764825.31,3062.87,176015.95,gold,2026-04-22T13:57:31.147346
Rajasthan,2010,Kharif,3,94293.66,201486.19,2393.76,88730.11,gold,2026-04-22T13:57:31.147346
Rajasthan,2010,Rabi,5,145424.5,358414.58,2421.39,136266.27,gold,2026-04-22T13:57:31.147346
Rajasthan,2010,Zaid,5,127258.57,279607.21,2247.21,152616.69,gold,2026-04-22T13:57:31.147346
Rajasthan,2010,,1,31973.9,51796.44,1619.96,51796.44,gold,2026-04-22T13:57:31.147346
Rajasthan,2011,Kharif,5,200943.96,596209.69,2515.26,208204.25,gold,2026-04-22T13:57:31.147346
Rajasthan,2011,Rabi,5,177713.02,335992.58,2213.92,66577.55,gold,2026-04-22T13:57:31.147346
Rajasthan,2011,Zaid,8,210002.78,554514.9,2706.82,121515.3,gold,2026-04-22T13:57:31.147346
Rajasthan,2011,,1,15135.89,60026.97,,60026.97,gold,2026-04-22T13:57:31.147346
Rajasthan,2012,Kharif,4,89321.23,269871.93,3421.82,97702.74,gold,2026-04-22T13:57:31.147346
Rajasthan,2012,Rabi,6,139535.59,499048.87,3488.02,207010.36,gold,2026-04-22T13:57:31.147346
